Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.2690","Akkermansia muciniphila B32_bin.24.fa",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","B32_bin.24.fa",,,,,,,,,,,,,,,,,,,,"Good","2022-01-26T00:00:00Z",,,"PRJNA678454","SAMN23482949","GCA_021637505.1",,"JAJWKE000000000",,"WGS","Illumina HiSeq","16.79x","SPAdes v. 3.15",,,80,2766645,55.57464,19,52262,46,,,2777,93.85,92.65,0.45,99.1,,"stool",,"2017-09-20",2017,,"South Africa",,,,"Africa","South Africa: Bushbuckridge, Mpumalanga",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-02-27T11:22:50.203Z","2022-02-27T11:22:50.203Z"
"239935.2693","Akkermansia muciniphila B9_maxbin.004.fa",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","B9_maxbin.004.fa",,,,,,,,,,,,,,,,,,,,"Good","2022-01-26T00:00:00Z",,,"PRJNA678454","SAMN23483402","GCA_021640505.1",,"JAJXBP000000000",,"WGS","Illumina HiSeq","45.27x","SPAdes v. 3.15",,,66,2778564,55.62806,10,102721,46,,,2803,93.97,92.65,0.75,99.25,,"stool",,"2017-09-12",2017,,"South Africa",,,,"Africa","South Africa: Bushbuckridge, Mpumalanga",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-02-27T11:43:32.645Z","2022-02-27T11:43:32.645Z"
"239935.2694","Akkermansia muciniphila C4_44.fa",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","C4_44.fa",,,,,,,,,,,,,,,,,,,,"Good","2022-01-26T00:00:00Z",,,"PRJNA678454","SAMN23483753","GCA_021642055.1",,"JAJXPC000000000",,"WGS","Illumina HiSeq","76.32x","SPAdes v. 3.15",,,42,2758522,55.39008,6,114823,48,,,2774,93.79,92.65,,99.85,,"stool",,"2018-09-22",2018,,"South Africa",,,,"Africa","South Africa: Bushbuckridge, Mpumalanga",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-02-27T11:53:49.065Z","2022-02-27T11:53:49.065Z"
"239935.2712","Akkermansia muciniphila B86_013",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","B86_013",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20300826","GCA_022713305.1",,"JAIHUR000000000",,"WGS","Illumina NovaSeq","372.36651904277437x","IDBA-UD v. 1.1.1",,,217,2825875,54.542046,36,23344,50,,,3018,100,98.2,2.6,99.7,,"stool sample",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:34:03.917Z","2022-04-26T13:34:03.917Z"
"239935.2713","Akkermansia muciniphila B210_019",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","B210_019",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20300716","GCA_022715045.1",,"JAIHQL000000000",,"WGS","Illumina NovaSeq","460.30968758986586x","IDBA-UD v. 1.1.1",,,110,2879292,55.287308,13,65794,48,3,,2944,99.9,98.9,1.6,100,,"stool sample",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:39:13.751Z","2022-04-26T13:39:13.751Z"
"239935.2714","Akkermansia muciniphila B189_010",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","B189_010",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20300697","GCA_022715355.1",,"JAIHPS000000000",,"WGS","Illumina NovaSeq","337.6661743849165x","IDBA-UD v. 1.1.1",,,134,2884527,55.32952,18,44594,49,,,2963,99.9,98.7,1.2,100,,"stool sample",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:38:16.133Z","2022-04-26T13:38:16.133Z"
"239935.2715","Akkermansia muciniphila Map_111_039",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_111_039",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301064","GCA_022715955.1",,"JAIIDV000000000",,"WGS","Illumina HiSeq","991.4916018252229x","IDBA-UD v. 1.1.1",,,140,2763279,55.337845,20,44418,49,3,,2839,100,98.6,1.6,100,,"stool sample",,"2016-09-13",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:39:34.066Z","2022-04-26T13:39:34.066Z"
"239935.2716","Akkermansia muciniphila CHE528_008",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CHE528_008",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20300883","GCA_022719535.1",,"JAIHWW000000000",,"WGS","Illumina NovaSeq","365.004576365099x","IDBA-UD v. 1.1.1",,,93,2755859,55.47149,17,57909,45,,,2787,100,99.1,0.6,100,,"stool sample",,,,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:43:34.312Z","2022-04-26T13:43:34.312Z"
"239935.2717","Akkermansia muciniphila Map_48_015",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_48_015",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301811","GCA_022723935.1",,"JAIJGN000000000",,"WGS","Illumina HiSeq","601.0133360536881x","IDBA-UD v. 1.1.1",,,81,2744740,55.219692,13,60006,48,3,,2778,99.9,99,0.4,100,,"stool sample",,"2016-06-26",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:52:17.156Z","2022-04-26T13:52:17.156Z"
"239935.2718","Akkermansia muciniphila Map_38_014",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_38_014",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301743","GCA_022724555.1",,"JAIJDX000000000",,"WGS","Illumina HiSeq","354.21089665957436x","IDBA-UD v. 1.1.1",,,104,2880112,55.259655,15,60875,50,3,,2940,99.8,99,,100,,"stool sample",,"2015-07-20",2015,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:52:35.670Z","2022-04-26T13:52:35.670Z"
"239935.2720","Akkermansia muciniphila Map_2_013",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_2_013",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301559","GCA_022727195.1",,"JAIIWW000000000",,"WGS","Illumina HiSeq","508.2297213276791x","IDBA-UD v. 1.1.1",,,136,2885396,55.284958,23,38848,48,3,,2958,99.9,98.7,0.7,100,,"stool sample",,"2016-10-04",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T13:56:42.247Z","2022-04-26T13:56:42.247Z"
"239935.2721","Akkermansia muciniphila Map_95_020",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_95_020",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20302246","GCA_022731035.1",,"JAIJXG000000000",,"WGS","Illumina HiSeq","798.8348271999371x","IDBA-UD v. 1.1.1",,,212,2873639,55.338406,35,24939,50,3,,2937,100,98.5,2.5,99.7,,"stool sample",,"2016-07-25",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:05:48.912Z","2022-04-26T14:05:48.912Z"
"239935.2722","Akkermansia muciniphila Map_3_010",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_3_010",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301684","GCA_022739375.1",,"JAIJBQ000000000",,"WGS","Illumina HiSeq","594.2073347598108x","IDBA-UD v. 1.1.1",,,95,2755973,55.33639,14,60834,49,3,,2803,99.8,99,0.6,99.7,,"stool sample",,"2016-07-07",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:18:27.514Z","2022-04-26T14:18:27.514Z"
"239935.2723","Akkermansia muciniphila Map_186_015",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_186_015",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301489","GCA_022739675.1",,"JAIIUE000000000",,"WGS","Illumina HiSeq","595.012276102354x","IDBA-UD v. 1.1.1",,,143,3037772,57.815697,22,37788,48,,,2959,99.6,98,1.5,100,,"stool sample",,"2018-02-26",2018,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:18:46.570Z","2022-04-26T14:18:46.570Z"
"239935.2724","Akkermansia muciniphila Map_156_012",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_156_012",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301376","GCA_022740995.1",,"JAIIPV000000000",,"WGS","Illumina HiSeq","307.01773735207496x","IDBA-UD v. 1.1.1",,,266,2782828,55.38657,39,21234,47,3,,2945,99.6,96.3,7.7,100,,"stool sample",,"2017-12-04",2017,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:22:53.248Z","2022-04-26T14:22:53.248Z"
"239935.2726","Akkermansia muciniphila Map_12_014",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_12_014",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301142","GCA_022744055.1",,"JAIIGV000000000",,"WGS","Illumina HiSeq","358.31200688377936x","IDBA-UD v. 1.1.1",,,101,2884462,55.37272,15,56836,51,3,,2945,99.9,99.1,0.3,99.8,,"stool sample",,"2015-10-11",2015,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:26:53.838Z","2022-04-26T14:26:53.838Z"
"239935.2727","Akkermansia muciniphila Map_115_032",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_115_032",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301099","GCA_022744545.1",,"JAIIFE000000000",,"WGS","Illumina HiSeq","841.9027483758684x","IDBA-UD v. 1.1.1",,,101,2690207,55.368156,18,47308,46,3,,2732,100,99,1,100,,"stool sample",,"2016-11-29",2016,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:28:06.449Z","2022-04-26T14:28:06.449Z"
"239935.2729","Akkermansia muciniphila Map_151_014",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_151_014",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301348","GCA_022745825.1",,"JAIIOT000000000",,"WGS","Illumina HiSeq","454.2438009566691x","IDBA-UD v. 1.1.1",,,74,3133790,57.833168,12,85041,48,,,3094,99.6,98.9,,100,,"stool sample",,"2017-08-21",2017,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:31:38.258Z","2022-04-26T14:31:38.258Z"
"239935.2730","Akkermansia muciniphila Map_129_027",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Map_129_027",,,,,,,,,,,,,,,,,,,,"Good","2022-03-28T00:00:00Z",,,"PRJNA747761","SAMN20301219","GCA_022746545.1",,"JAIIJU000000000",,"WGS","Illumina HiSeq","487.9903725800568x","IDBA-UD v. 1.1.1",,,416,2922486,58.07306,77,11301,47,,,3135,99.6,95.9,7.6,100,,"stool sample",,"2017-10-22",2017,,"Mozambique",,,,"Africa","Mozambique",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2022-04-26T14:32:03.648Z","2022-04-26T14:32:03.648Z"
"239935.2737","Akkermansia muciniphila CE91-St26",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CE91-St26",,,,,,,,,,,,,,,,,,,,"Good","2022-02-03T00:00:00Z",,,"PRJDB11902","SAMD00389904","GCA_022835435.1",,"BQOH00000000",,"WGS","Illumina MiSeq; PacBio Sequel","613x","Unicycler v. 0.4.8",,,3,3217069,57.706753,1,3176095,56,9,,3101,99.4,99.1,,100,,,,"2018-11-01",2018,,"Japan",,,,"Asia","Japan",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-04-26T17:00:20.347Z","2022-04-26T17:00:20.347Z"
"239935.2738","Akkermansia muciniphila CE91-St27",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CE91-St27",,,,,,,,,,,,,,,,,,,,"Good","2022-02-03T00:00:00Z",,,"PRJDB11902","SAMD00389905","GCA_022835455.1",,"BQOI00000000",,"WGS","Illumina MiSeq; PacBio Sequel","931x","Unicycler v. 0.4.8",,,2,3229822,57.71027,1,3195234,56,9,,3090,99.4,99.1,,100,,,,"2018-11-01",2018,,"Japan",,,,"Asia","Japan",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-04-26T17:01:21.943Z","2022-04-26T17:01:21.943Z"
"239935.2751","Akkermansia muciniphila Marseille-Q2586",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-Q2586",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z",,,"PRJNA816719","SAMN26693044","GCA_023516625.1",,"JAMGSE000000000",,"WGS","Illumina MiSeq","20x","SPAdes v. 3.12",,,29,2788766,55.625214,5,223076,50,3,,2796,99.9,99.3,0.3,100,,"ENVO:00002173",,"2020-01-31",2020,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-05-27T14:24:28.497Z","2022-05-27T14:24:28.497Z"
"239935.2752","Akkermansia muciniphila Marseille-P6566",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-P6566",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z",,,"PRJNA816719","SAMN26693041","GCA_024172835.1",,"JAMGSH000000000",,"WGS","Illumina MiSeq","20x","SPAdes v. 3.12",,,36,2784249,55.432014,6,116009,50,3,,2780,99.8,99.2,,100,,"ENVO:00002173",,"2018-04-15",2018,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-05-27T14:24:41.244Z","2022-05-27T14:24:41.244Z"
"239935.2753","Akkermansia muciniphila Marseille-P9184",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Marseille-P9184",,,,,,,,,,,,,,,,,,,,"Good","1900-01-01T00:00:00Z",,,"PRJNA816719","SAMN26693042","GCA_023516695.1",,"JAMGSG000000000",,"WGS","Illumina MiSeq","20x","SPAdes v. 3.12",,,50,2803163,55.599335,8,104226,51,3,,2829,99.9,99.6,0.3,100,,"ENVO:00002173",,"2018-12-06",2018,,"France",,,,"Europe","France: Marseille",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-05-27T14:24:42.068Z","2022-05-27T14:24:42.068Z"
