Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
28116.1778,Bacteroides ovatus B78_007,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,B78_007,,,,,,,,,,,,,,,,,,,,Good,2022-03-28T00:00:00Z,,,PRJNA747761,SAMN20300810,GCA_022713605.1,,JAIHUB000000000,,WGS,Illumina NovaSeq,155.3818594699722x,IDBA-UD v. 1.1.1,,,520,6497032,42.34369,84,23909,49,5,,5613,98.4,93,9.9,98.2,,stool sample,,,,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2022-04-26T13:34:54.651Z,2022-04-26T13:34:54.651Z
28116.211,Bacteroides ovatus B8_h1001262B_191106,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,B8_h1001262B_191106,,,,,,,,,,,,,,,,,,,,Good,2023-02-01T00:00:00Z,,,PRJNA880610,SAMN31320673,GCA_028399745.1,,JAQNWJ000000000,,,Illumina HiSeq,26.447121059869374x,SPAdes v. 3.10.1,,,139,6714425,41.84268,17,122325,65,5,,5710,99.6,98.8,0.9,100,,,,11/6/19,2019,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:05:15.158Z,2023-02-15T04:05:15.158Z
28116.2145,Bacteroides ovatus B9_hJ1101004_210123,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,B9_hJ1101004_210123,,,,,,,,,,,,,,,,,,,,Good,2023-02-01T00:00:00Z,,,PRJNA880610,SAMN31320607,GCA_028400465.1,,JAQNXR000000000,,,Illumina HiSeq,22.611369459662768x,SPAdes v. 3.10.1,,,33,6408590,41.406757,7,349906,77,5,,5029,99.3,98.7,,100,,,,1/23/21,2021,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:06:19.176Z,2023-02-15T04:06:19.176Z
28116.2634,Bacteroides ovatus BF1ST-7,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BF1ST-7,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003849,,,JBCHIA000000000,,,Illumina NovaSeq,201.9778768x,SPAdes v. v3.15.5,,,78,6677140,41.952274,14,176501,67,2,,5497,99.5,99.1,0.4,100,,feces,,1/17/18,2018,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:30:18.095Z,2025-04-18T23:30:18.095Z
28116.2633,Bacteroides ovatus BF3BP-8,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BF3BP-8,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003859,,,JBCHIK000000000,,,Illumina NovaSeq,164.2023642x,SPAdes v. v3.15.5,,,82,6394909,41.8807,15,159663,64,3,,5290,99.6,99,0.7,100,,Coecum,,5/3/18,2018,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:31:14.905Z,2025-04-18T23:31:14.905Z
28116.2632,Bacteroides ovatus BF4ST-4,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BF4ST-4,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003862,,,JBCHIN000000000,,,Illumina NovaSeq,144.571629x,SPAdes v. v3.15.5,,,156,6581624,41.867004,24,83709,72,3,,5706,99.6,98.8,0.4,100,,feces,,8/9/18,2018,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:29:48.055Z,2025-04-18T23:29:48.055Z
28116.2631,Bacteroides ovatus BF8BF-10,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BF8BF-10,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003871,,,JBCHIW000000000,,,Illumina NovaSeq,139.4470252x,SPAdes v. v3.15.5,,,102,6695449,41.968567,16,144170,61,1,,5389,99.5,99,,100,,Coecum,,11/8/18,2018,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:28:51.111Z,2025-04-18T23:28:51.111Z
28116.1891,Bacteroides ovatus BFG-111,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-111,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323164,GCA_024788845.1,,JANUJM000000000,,WGS,Oxford Nanopore GridION,201x,Flye v. 2.7,,5,11,7098199,42.04099,1,6973151,74,14,,6330,99.5,98.2,2.4,99.8,,,,10/21/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:08:20.835Z,2022-10-16T14:08:20.835Z
28116.1846,Bacteroides ovatus BFG-126,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-126,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323173,GCA_024759545.1,,"CP103172,CP103173,CP103174,CP103175",,Complete,Oxford Nanopore GridION,236x,Flye v. 2.7,,3,4,6811742,42.013218,1,6731268,73,15,,6524,99.5,95,9.9,99.8,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:08:27.198Z,2022-09-02T20:08:27.198Z
28116.1907,Bacteroides ovatus BFG-139,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-139,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323183,GCA_024792605.1,,JANUNP000000000,,WGS,Oxford Nanopore GridION,307x,Flye v. 2.7,,5,8,7095727,41.873707,1,7010327,74,8,,9249,99.6,81.7,33.5,100,,,,10/21/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:19:44.110Z,2022-10-16T14:19:44.110Z
28116.1893,Bacteroides ovatus BFG-165,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-165,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323202,GCA_024789005.1,,JANUJR000000000,,WGS,Oxford Nanopore GridION,244x,Flye v. 2.7,,2,4,6454195,41.412804,1,6432766,73,13,,7984,99.5,84.6,29.5,99.6,,,,2/11/86,1986,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:16:14.853Z,2022-10-16T14:16:14.853Z
28116.184,Bacteroides ovatus BFG-177,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-177,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323210,GCA_024758065.1,,"CP103114,CP103115,CP103116",,Complete,Oxford Nanopore GridION,277x,Flye v. 2.7,,2,3,6678563,41.892216,1,6665541,77,13,,7350,99.3,89.5,22.5,99.8,,,,10/18/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:07:39.499Z,2022-09-02T20:07:39.499Z
28116.1892,Bacteroides ovatus BFG-178,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-178,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323211,GCA_024788905.1,,JANUJP000000000,,WGS,Oxford Nanopore GridION,178x,Flye v. 2.7,,1,4,6563756,42.11092,1,5214690,74,15,,5780,99.5,96.3,7,99.8,,,,10/23/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:09:34.794Z,2022-10-16T14:09:34.794Z
28116.1845,Bacteroides ovatus BFG-179,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-179,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323212,GCA_024759225.1,,"CP103100,CP103101",,Complete,Oxford Nanopore GridION,107x,Flye v. 2.7,,1,2,6731527,42.18756,1,6727385,77,15,,5862,99.5,97.6,2.2,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:15:02.243Z,2022-09-02T20:15:02.243Z
28116.1911,Bacteroides ovatus BFG-183,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-183,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323215,GCA_024793385.1,,JANUOV000000000,,WGS,Oxford Nanopore GridION,114x,Flye v. 2.7,,2,4,6714714,41.848797,1,6663851,76,11,,7176,99.3,89,22,100,,,,10/23/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:27:33.678Z,2022-10-16T14:27:33.678Z
28116.1897,Bacteroides ovatus BFG-184,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-184,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323216,GCA_024789885.1,,JANUKO000000000,,WGS,Oxford Nanopore GridION,161x,Flye v. 2.7,,2,4,6715817,41.8526,1,6663899,77,9,,7043,99.3,90.4,18.6,99.8,,,,10/23/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:17:34.829Z,2022-10-16T14:17:34.829Z
28116.191,Bacteroides ovatus BFG-185,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-185,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323217,GCA_024793185.1,,JANUOM000000000,,WGS,Oxford Nanopore GridION,189x,Flye v. 2.7,,1,5,6730190,42.000954,1,5019506,72,15,,5644,99.4,98.7,,100,,,,10/23/85,1985,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:27:06.002Z,2022-10-16T14:27:06.002Z
28116.1847,Bacteroides ovatus BFG-224,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-224,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323233,GCA_024759785.1,,"CP103191,CP103192",,Complete,Oxford Nanopore GridION,264x,Flye v. 2.7,,1,2,6641704,41.746696,1,6637613,78,15,,5657,99.5,97.6,3.2,100,,,,7/11/86,1986,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:08:45.418Z,2022-09-02T20:08:45.418Z
28116.1843,Bacteroides ovatus BFG-258,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-258,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323244,GCA_024759245.1,,"CP103210,CP103211,CP103212,CP103213",,Complete,Oxford Nanopore GridION,204x,Flye v. 2.7,,3,4,6862212,42.09736,1,6809611,74,15,,5728,99.6,99,0.2,100,,,,2/10/88,1988,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:14:14.763Z,2022-09-02T20:14:14.763Z
28116.1848,Bacteroides ovatus BFG-261,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-261,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323245,GCA_024759765.1,,"CP103195,CP103196",,Complete,Oxford Nanopore GridION,123x,Flye v. 2.7,,1,2,6672797,41.972862,1,6668667,83,15,,5673,99.6,98.5,1.5,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:08:30.224Z,2022-09-02T20:08:30.224Z
28116.1906,Bacteroides ovatus BFG-276,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-276,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323257,GCA_024792505.1,,JANUNM000000000,,WGS,Oxford Nanopore GridION,192x,Flye v. 2.7,,2,8,7472846,41.858337,1,7169137,85,16,,6702,99.6,96.2,15.6,100,,,,1/4/90,1990,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:18:31.417Z,2022-10-16T14:18:31.417Z
28116.1885,Bacteroides ovatus BFG-281,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-281,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323260,GCA_024787905.1,,JANUII000000000,,WGS,Oxford Nanopore GridION,202x,Flye v. 2.7,,1,5,7113007,42.277466,1,7092222,80,15,,6127,99.5,96.9,2.8,99.6,,,,6/25/90,1990,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:02:14.592Z,2022-10-16T14:02:14.592Z
28116.1844,Bacteroides ovatus BFG-299,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Complete,BFG-299,,,,,,,,,,,,,,,,,,,,Good,2022-08-29T00:00:00Z,,,PRJNA646575,SAMN30323268,GCA_024759365.1,,"CP103130,CP103131,CP103132,CP103133,CP103134,CP103135",,Complete,Oxford Nanopore GridION,175x,Flye v. 2.7,,5,6,7044918,41.747826,1,6971148,75,14,,6279,99.4,97.5,3.6,99.8,,,,6/6/91,1991,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-09-02T20:08:16.681Z,2022-09-02T20:08:16.681Z
28116.1901,Bacteroides ovatus BFG-304,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-304,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323272,GCA_024791005.1,,JANULT000000000,,WGS,Oxford Nanopore GridION,304x,Flye v. 2.7,,3,5,7077463,41.690548,1,7051855,77,10,,8806,99.3,84.7,30.4,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:16:29.693Z,2022-10-16T14:16:29.693Z
28116.1902,Bacteroides ovatus BFG-326,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-326,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323284,GCA_024791065.1,,JANUTR000000000,,WGS,Oxford Nanopore GridION,98x,Flye v. 2.7,,,2,6844318,41.82338,1,6812864,74,15,,5546,99.6,99.2,0.2,99.8,,,,5/16/90,1990,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:17:52.428Z,2022-10-16T14:17:52.428Z
28116.1905,Bacteroides ovatus BFG-338,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-338,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323293,GCA_024792145.1,,JANUUB000000000,,WGS,Oxford Nanopore GridION,232x,Flye v. 2.7,,,2,7034052,41.927513,1,7002990,76,15,,5713,99.6,99.1,,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:17:49.835Z,2022-10-16T14:17:49.835Z
28116.1887,Bacteroides ovatus BFG-341,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-341,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323295,GCA_024788335.1,,JANUIR000000000,,WGS,Oxford Nanopore GridION,108x,Flye v. 2.7,,3,5,6972832,41.98281,1,6922138,73,15,,5825,99.4,99,,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:08:35.859Z,2022-10-16T14:08:35.859Z
28116.1898,Bacteroides ovatus BFG-349,,28116,131567;2;3379134;1783270;68336;976;200643;171549;815;816;28116,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,WGS,BFG-349,,,,,,,,,,,,,,,,,,,,Good,2022-08-30T00:00:00Z,,,PRJNA646575,SAMN30323297,GCA_024790065.1,,JANUKR000000000,,WGS,Oxford Nanopore GridION,164x,Flye v. 2.7,,2,6,6932669,41.96368,2,2872277,74,5,,8630,99.6,83.4,30.2,100,,,,,,,USA,,,,North America,USA: Bethesda,,Homo sapiens,Human,,,,Human,,,,sample_type:cell culture,,2022-10-16T14:10:35.327Z,2022-10-16T14:10:35.327Z
