Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
818.2828,Bacteroides thetaiotaomicron S_830,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_830,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770465,GCA_034142745.1,,JAWZDM000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,57,6020110,43.0641,11,185623,48,,,4815,99.8,98.4,3.2,100,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:01:04.877Z,2023-12-28T22:01:04.877Z
818.283,Bacteroides thetaiotaomicron S_820,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_820,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770455,GCA_034142965.1,,JAWZDC000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,58,6020086,42.896076,11,156826,56,4,,4852,99.8,99.5,0.4,99.8,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:01:39.929Z,2023-12-28T22:01:39.929Z
818.2832,Bacteroides thetaiotaomicron S_816,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_816,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770451,GCA_034143045.1,,JAWZCY000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,226,5792171,42.835167,35,53316,18,,,4620,94.8,92.7,4.5,88.8,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:01:51.580Z,2023-12-28T22:01:51.580Z
818.2833,Bacteroides thetaiotaomicron S_813,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_813,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770448,GCA_034143125.1,,JAWZCV000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,205,5692622,42.85996,31,55031,15,,,4525,94.5,93.1,3.7,90.5,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:01:58.063Z,2023-12-28T22:01:58.063Z
818.2831,Bacteroides thetaiotaomicron S_812,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_812,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770447,GCA_034143085.1,,JAWZCU000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,56,5762670,42.775665,8,246178,48,,,4635,98.9,98.5,,98,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:01:37.848Z,2023-12-28T22:01:37.848Z
818.2834,Bacteroides thetaiotaomicron S_804,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_804,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770439,GCA_034143385.1,,JAWZCM000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,117,6407835,42.607914,23,81566,33,,,5237,96.5,93.5,5.5,93.6,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:02:17.450Z,2023-12-28T22:02:17.450Z
818.2835,Bacteroides thetaiotaomicron S_791,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_791,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770426,GCA_034143925.1,,JAWZBZ000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,625,5176433,42.852062,122,13114,8,1,,4464,90.9,87.7,7.7,81.3,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:02:55.395Z,2023-12-28T22:02:55.395Z
818.2836,Bacteroides thetaiotaomicron S_789,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_789,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770424,GCA_034144005.1,,JAWZBX000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,146,5704860,42.81677,24,75567,17,,,4527,95.9,95.4,1.6,93.6,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:02:51.229Z,2023-12-28T22:02:51.229Z
818.2837,Bacteroides thetaiotaomicron S_778,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_778,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770413,GCA_034144445.1,,JAWZBM000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,79,6199319,42.69153,14,141177,34,,,5014,98.8,97.5,2.6,98.9,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:03:19.716Z,2023-12-28T22:03:19.716Z
818.2838,Bacteroides thetaiotaomicron S_772,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_772,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770407,GCA_034144665.1,,JAWZBG000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,207,5968519,42.725983,34,56156,17,,,4871,95.4,93.9,25,25,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:03:32.338Z,2023-12-28T22:03:32.338Z
818.2839,Bacteroides thetaiotaomicron S_767,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_767,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770402,GCA_034144845.1,,JAWZBB000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,150,5871289,42.626354,25,78527,18,,,4736,94,92.4,,16.7,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T22:03:44.857Z,2023-12-28T22:03:44.857Z
818.2702,Bacteroides thetaiotaomicron S_76,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_76,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37768767,GCA_034124345.1,,JAWYBG000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,218,6040342,42.905167,33,47913,21,,,4970,93.6,90.3,9.6,89.2,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T19:06:58.639Z,2023-12-28T19:06:58.639Z
818.2769,Bacteroides thetaiotaomicron S_755,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_755,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770347,GCA_034132585.1,,JAWZAQ000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,77,5620041,42.782604,12,140952,35,,,4447,97.9,97.6,,96,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:00:29.932Z,2023-12-28T21:00:29.932Z
818.277,Bacteroides thetaiotaomicron S_751,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_751,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770343,GCA_034132605.1,,JAWZAN000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,192,6458816,42.482677,25,73205,42,,,5169,99,97.4,2.4,96.7,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:00:39.909Z,2023-12-28T21:00:39.909Z
818.2771,Bacteroides thetaiotaomicron S_747,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_747,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770339,GCA_034132725.1,,JAWZAJ000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,41,6189595,43.002636,7,275378,58,3,,5062,99.9,99.6,,100,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:00:49.250Z,2023-12-28T21:00:49.250Z
818.2772,Bacteroides thetaiotaomicron S_745,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_745,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770337,GCA_034132785.1,,JAWZAH000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,416,5915167,42.6706,78,23697,43,1,,5154,98.5,94.8,6.7,97.8,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:01:04.160Z,2023-12-28T21:01:04.160Z
818.2773,Bacteroides thetaiotaomicron S_738,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_738,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770330,GCA_034132905.1,,JAWZAA000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,61,5945802,42.642315,14,149878,48,,,4746,99.9,99.5,,100,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:01:08.881Z,2023-12-28T21:01:08.881Z
818.2774,Bacteroides thetaiotaomicron S_720,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_720,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770312,GCA_034133265.1,,JAWYZJ000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,93,5650194,42.66319,13,131623,38,,,4498,96.1,95.5,,93.6,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:01:46.070Z,2023-12-28T21:01:46.070Z
818.2775,Bacteroides thetaiotaomicron S_717,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_717,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770309,GCA_034133305.1,,JAWYZG000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,62,6193758,42.949062,9,233377,53,3,,5122,99.8,99.2,0.4,100,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:02:03.920Z,2023-12-28T21:02:03.920Z
818.2776,Bacteroides thetaiotaomicron S_712,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_712,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770304,GCA_034133405.1,,JAWYZB000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,77,6196069,42.61513,14,155915,42,1,,4977,97.6,96.9,0.7,96,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:02:08.537Z,2023-12-28T21:02:08.537Z
818.2777,Bacteroides thetaiotaomicron S_708,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_708,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770300,GCA_034133485.1,,JAWYYX000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,89,5804453,42.748016,15,112016,39,,,4548,98.2,97.9,0.5,97.1,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:02:15.416Z,2023-12-28T21:02:15.416Z
818.2778,Bacteroides thetaiotaomicron S_704,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_704,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770296,GCA_034133565.1,,JAWYYT000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,87,5780203,42.592793,15,123983,34,,,4652,95.2,94.8,0.2,91.4,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:02:29.729Z,2023-12-28T21:02:29.729Z
818.2779,Bacteroides thetaiotaomicron S_697,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_697,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770289,GCA_034133665.1,,JAWYYM000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,128,6025157,42.74707,22,84470,33,,,4797,97.6,95.7,5,95.6,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:02:43.820Z,2023-12-28T21:02:43.820Z
818.278,Bacteroides thetaiotaomicron S_692,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_692,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770284,GCA_034133785.1,,JAWYYH000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,480,5407724,42.863274,82,18302,5,,,4515,91.4,88.7,20,16.7,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:03:00.442Z,2023-12-28T21:03:00.442Z
818.2782,Bacteroides thetaiotaomicron S_685,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_685,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770277,GCA_034133945.1,,JAWYYA000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,231,5411016,42.87922,41,40529,17,,,4252,91.7,91.5,,25,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:03:23.011Z,2023-12-28T21:03:23.011Z
818.2781,Bacteroides thetaiotaomicron S_683,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_683,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770275,GCA_034134005.1,,JAWYXY000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,80,6340919,42.596405,13,146034,37,,,5125,96.5,94.5,4.2,94.3,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:03:18.320Z,2023-12-28T21:03:18.320Z
818.2783,Bacteroides thetaiotaomicron S_678,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,S_678,,,,,,,,,,,,,,,,,,,,Good,2023-12-06T00:00:00Z,,,PRJNA1026956,SAMN37770270,GCA_034134085.1,,JAWYXT000000000,,,Illumina NovaSeq,12x,Vamb v. 01:00:00,,,61,6100161,42.797516,12,166325,55,2,,4924,99.9,99.3,,100,,feces,,,,,Denmark,,,,Europe,Denmark: Copenhagen,,Homo sapiens,Human,,,,Human,,,,sample_type:metagenomic assembly,,2023-12-28T21:03:32.539Z,2023-12-28T21:03:32.539Z
